matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	sexer	cartevpr	nbjdebit
749437	31	1	1	26	2	97	2	3	0	0	3	57	11080	4	36408	0	36408	1	39691	57	14	43	0	0	0	0	6	11080	4	10500	2	580	0	0	0	0	0	0	12	1	0	101328	0	0	1	0
803789	31	1	1	55	1	862	2	2	0	0	1	45	0	0	0	0	0	1	32731	45	14	36	114900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	25762	200	0	1	0
807114	31	1	1	51	1	130	1	2	0	0	0	64	29817	3	52038	0	52038	1	12622	64	14	77	0	0	0	0	2	29817	1	0	1	29817	0	0	0	0	0	0	37	2	0	47473	0	0	1	0
850565	31	2	1	31	2	90	5	3	0	0	9	80	1800	4	118766	1645	117121	1	-8682	5	15	28	0	0	1	1217	1	1800	1	1800	0	0	0	0	0	0	0	0	17	2	0	8328	1217	0	1	87
858475	31	4	1	37	1	77	2	2	0	0	1	10	67510	0	0	0	0	1	9159	10	15	8	0	0	1	32815	2	67510	1	67337	1	173	0	0	0	0	0	0	2	3	1	115753	32815	0	1	11
1053527	31	4	1	51	1	234	1	2	0	0	2	50	0	8	254286	0	254286	1	34489	50	15	49	126872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	45815	2750	0	1	0
1070200	31	2	1	46	1	304	2	2	0	0	3	62	45894	1	36110	414	35696	3	4915	62	14	76	0	0	1	38667	2	45894	1	42894	1	3000	0	0	0	0	0	0	30	2	0	95364	39667	0	1	39
1125063	31	1	1	54	2	327	1	1	0	0	3	78	202329	0	0	0	0	1	27652	78	14	36	59312	0	0	0	3	202329	1	2242	2	200087	0	0	0	0	0	0	0	1	0	218058	0	0	1	0
1642000	65	1	1	49	1	853	2	1	0	0	0	25	243984	0	0	0	0	2	18121	25	15	48	0	0	0	0	3	243984	1	101152	2	142832	0	0	0	0	0	0	17	1	0	252816	0	0	1	39
1750188	31	3	1	36	3	45	5	2	0	0	1	27	30071	15	171529	24802	146727	1	-10979	27	14	28	367636	0	0	0	2	30071	1	17964	1	12107	0	0	0	0	0	0	4	2	0	30271	200	0	1	78
1842764	32	1	1	36	2	126	1	2	0	0	20	613	66000	0	20000	20000	0	2	10560	565	14	111	0	0	0	0	4	66000	3	66000	1	0	0	0	0	0	0	0	3	1	0	206586	1000	0	1	83
1944299	31	1	1	44	2	224	1	2	0	0	2	31	10982	0	0	0	0	1	7175	31	14	53	219350	0	0	0	2	10982	0	0	2	10982	0	0	0	0	0	0	25	2	0	188450	169800	0	1	0
1945121	97	1	1	44	1	207	2	2	0	0	0	29	100251	14	45693	0	45693	1	5936	29	14	76	0	0	0	0	2	100251	1	97672	1	2579	0	0	0	0	0	0	42	2	0	111125	500	0	1	12
1946557	31	1	1	37	2	179	1	2	0	0	2	28	3415	30	908888	22099	91324	2	-6338	27	14	66	201643	795465	0	0	3	3415	1	2202	2	1213	0	0	0	0	0	0	11	2	0	3541	0	0	1	92
1947022	31	1	1	51	1	168	1	2	0	0	5	40	57807	0	21322	21322	0	2	13321	40	14	91	0	0	0	0	3	57807	1	2189	2	55618	0	0	0	0	0	0	16	2	0	68456	0	0	1	18
2243145	31	1	1	44	1	3	1	5	0	0	1	3	0	0	0	0	0	1	1207	3	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	6924	0	0	1	19
2550053	31	1	1	58	1	857	4	2	0	0	0	23	33318	0	0	0	0	1	12605	23	14	39	0	0	0	0	1	33318	0	0	0	0	1	33318	0	0	0	0	20	2	0	87922	51959	0	1	0
5000827	31	1	0	35	2	37	2	3	0	0	4	22	700	13	241678	19203	16467	1	-2421	22	14	53	0	206008	0	0	1	700	0	0	1	700	0	0	0	0	0	0	26	2	0	1891	0	1	1	57
5013094	82	3	1	33	1	32	1	2	0	0	7	53	92059	13	242134	0	0	2	8543	36	14	127	0	242134	0	0	1	92059	1	92059	0	0	0	0	0	0	0	0	49	3	0	102433	0	0	1	2
5034491	31	1	1	42	1	24	1	2	0	0	4	31	8000	0	0	0	0	1	8895	31	14	36	0	0	0	0	1	8000	1	8000	0	0	0	0	0	0	0	0	18	1	0	12103	0	0	1	7
5060351	65	1	1	45	1	14	1	3	0	0	2	3	0	45	500780	500780	0	2	356	3	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1226	0	0	1	19
5083212	31	2	1	42	2	5	1	4	0	0	2	7	0	0	0	0	0	1	7981	7	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11734	0	0	1	0
5084075	31	2	0	57	1	5	2	4	0	0	5	21	0	0	0	0	0	1	9533	21	14	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	16042	0	1	1	6
5086142	32	1	1	36	1	4	1	3	0	0	3	33	0	0	11453	11453	0	1	12784	33	14	56	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0	0	0	0	1	7
5094799	65	1	1	45	3	1	1	5	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11200	0	0	1	0
5094828	31	1	1	40	1	1	1	5	0	0	1	2	0	0	280	280	0	1	3266	2	14	2	80100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
148480	65	1	1	47	1	246	1	1	0	0	0	63	27251	7	675145	9297	0	1	7247	56	16	94	158401	665848	1	69568	3	27251	2	26743	1	508	0	0	0	0	0	0	42	2	0	279138	251887	0	1	11
858291	31	1	1	40	1	134	1	2	0	0	0	132	8232	14	262000	10466	251534	2	-1088	132	16	145	0	0	2	78681	3	8232	2	8030	1	202	0	0	0	0	0	0	63	2	0	109890	101255	0	1	89
982217	31	1	1	36	2	61	2	1	0	0	8	26	127235	7	67939	19203	48736	1	12733	26	16	33	0	0	0	0	2	127235	2	127235	0	0	0	0	0	0	0	0	7	2	0	141517	6705	0	1	0
1042702	31	1	1	42	1	214	1	2	0	0	1	29	2691	8	130036	13344	116692	1	-4680	29	20	16	0	0	0	0	2	2691	1	2167	1	524	0	0	0	0	0	0	1	1	0	3191	500	0	1	49
1052382	31	2	1	47	1	235	2	1	0	0	0	33	23479	1	30002	0	0	1	9886	33	16	71	87572	30002	0	0	2	23479	1	23342	1	137	0	0	0	0	0	0	38	2	0	25944	200	0	1	3
1452291	31	2	1	39	1	110	1	2	0	0	0	24	14012	0	0	0	0	1	7242	24	16	21	0	0	0	0	1	14012	0	0	1	14012	0	0	0	0	0	0	12	1	0	14327	0	0	1	7
1480522	31	2	1	52	3	84	1	4	0	0	0	26	0	0	60000	0	60000	1	19703	26	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48976	0	0	1	7
1564861	65	5	1	41	1	54	1	1	0	0	10	113	625795	7	200851	35367	165484	3	9161	113	16	88	0	0	0	0	3	625795	1	377634	1	20621	1	227540	0	0	0	0	2	2	0	667929	12821	0	1	40
2247929	75	2	1	31	2	105	1	1	0	0	2	43	464157	0	0	0	0	2	18656	41	16	80	116288	0	0	0	3	464157	2	463084	1	1073	0	0	0	0	0	0	41	4	0	485105	0	0	1	22
2446817	31	1	1	35	2	147	1	4	0	0	1	20	17200	28	151455	0	52763	1	56017	20	16	18	199803	98692	1	6476	4	17200	2	17000	2	200	0	0	0	0	0	0	3	2	0	56743	6476	0	1	0
3250762	31	2	1	46	1	233	2	1	0	0	0	33	53314	18	29827	16882	12945	1	8423	33	16	74	0	0	0	0	2	53314	1	52806	1	508	0	0	0	0	0	0	38	1	0	69868	16554	0	1	10
3255973	31	1	1	45	1	128	1	2	0	0	0	43	55232	0	10321	10321	0	2	5332	43	16	39	0	0	0	0	2	55232	0	0	2	55232	0	0	0	0	0	0	19	2	0	55232	0	0	1	4
3341730	31	1	1	52	1	268	1	1	0	0	1	35	112775	11	140683	1422	0	1	1296	35	20	67	0	139261	0	0	3	112775	2	112325	1	450	0	0	0	0	0	0	44	3	1	112775	0	0	1	55
5003271	47	1	1	35	2	37	3	4	0	0	0	33	19000	10	99442	41861	57581	1	4078	33	16	68	0	0	0	0	2	19000	2	19000	0	0	0	0	0	0	0	0	36	2	0	20631	0	0	1	29
5006746	82	1	1	50	3	36	1	2	0	0	5	36	3100	4	34087	34087	0	2	446	36	16	86	0	0	0	0	1	3100	0	0	1	3100	0	0	0	0	0	0	37	3	0	3100	0	0	1	94
5019759	31	1	1	39	1	31	1	2	0	0	16	86	504	1	16407	16407	0	2	6957	86	16	95	193510	0	0	0	1	504	0	0	1	504	0	0	0	0	0	0	21	4	0	4596	0	0	1	31
5031689	65	1	1	29	1	61	2	1	0	0	4	42	77304	4	28095	0	28095	1	10852	42	16	74	215174	0	0	0	3	77304	1	66500	2	10804	0	0	0	0	0	0	16	1	0	97900	0	0	1	7
113333	31	1	0	56	1	786	2	1	0	0	0	85	258384	38	214874	4661	23026	4	17683	9	13	32	68490	187187	1	54536	3	258384	2	227337	1	31047	0	0	0	0	0	0	16	1	0	347262	54536	1	0	2
140270	31	1	0	46	1	313	2	4	0	0	2	10	0	35	395634	0	0	1	2236	10	13	26	0	395634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3063	0	1	0	6
140471	31	1	0	64	1	312	4	2	0	0	1	5	4824	0	0	0	0	1	13541	5	13	8	36000	0	0	0	2	4824	2	4824	0	0	0	0	0	0	0	0	0	1	0	15499	0	1	0	0
141833	31	1	0	49	2	302	1	1	0	0	1	14	57263	14	35987	0	1810	1	4181	14	13	57	0	34177	0	0	4	57263	2	37630	2	19633	0	0	0	0	0	0	0	1	1	63901	0	1	0	0
143098	31	1	0	43	1	290	2	2	0	0	0	99	7010	25	116962	0	0	1	109831	56	13	55	18200	116962	0	0	1	7010	0	0	1	7010	0	0	0	0	0	0	24	1	0	10467	0	1	0	0
152556	31	1	0	42	2	218	1	2	0	0	2	20	126	23	375295	0	0	2	3839	20	13	46	0	375295	0	0	2	126	1	0	1	126	0	0	0	0	0	0	18	1	0	7512	0	1	0	3
153817	31	3	1	51	1	287	1	4	0	0	3	235	259802	2	186894	0	186894	1	17295	150	13	65	6666	0	0	0	4	259802	0	0	4	259802	0	0	0	0	0	0	25	1	0	296358	0	0	0	4
155682	31	1	1	36	2	190	2	3	0	0	1	9	0	8	16224	0	16224	1	12637	9	13	22	34500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	7341	200	0	0	0
157277	31	1	1	37	1	174	1	2	0	0	3	40	164	0	19631	19631	0	1	-11413	40	13	66	0	0	0	0	1	164	0	0	1	164	0	0	0	0	0	0	43	1	0	164	0	0	0	84
158514	31	1	1	62	1	256	1	2	0	0	1	11	41952	0	0	0	0	1	3909	11	13	32	0	0	0	0	3	41952	2	41835	1	117	0	0	0	0	0	0	17	1	0	42845	500	0	0	6
159554	31	1	0	57	3	157	2	3	0	0	1	4	1046	11	4668	4668	0	1	2753	4	13	21	10000	0	0	0	1	1046	0	0	1	1046	0	0	0	0	0	0	6	2	1	2119	0	1	0	0
160982	69	1	1	45	1	297	1	2	0	0	1	34	2427	15	571773	0	33126	1	11333	34	14	59	0	538647	0	0	1	2427	1	2427	0	0	0	0	0	0	0	0	28	2	0	24647	0	0	0	0
162538	75	1	0	39	2	136	1	2	0	0	0	18	47520	0	0	0	0	1	2772	18	13	62	0	0	1	30635	3	47520	2	40653	1	6867	0	0	0	0	0	0	26	1	0	86845	32299	1	0	3
165062	31	1	1	58	1	113	4	2	0	0	6	8	3924	0	0	0	0	1	4226	8	14	21	0	0	0	0	1	3924	0	0	1	3924	0	0	0	0	0	0	0	1	1	6708	0	0	0	1
166989	31	1	0	39	2	93	2	2	0	0	2	6	1361	0	0	0	0	1	3649	6	13	17	0	0	0	0	1	1361	0	0	1	1361	0	0	0	0	0	0	0	1	1	2791	0	1	0	0
170421	31	1	1	39	2	183	2	3	0	0	1	34	411	3	70849	0	0	1	7459	30	14	62	0	70849	0	0	2	411	0	0	2	411	0	0	0	0	0	0	16	1	0	7755	0	0	0	0
177059	31	3	0	55	3	65	2	2	0	0	3	173	233938	1	45453	12718	32735	1	39489	107	13	54	60500	0	0	0	3	233938	2	204256	1	29682	0	0	0	0	0	0	19	1	0	292452	0	1	0	0
177184	31	1	1	34	2	64	2	2	0	0	1	11	9017	0	0	0	0	1	2830	8	13	27	0	0	0	0	1	9017	0	0	1	9017	0	0	0	0	0	0	10	1	0	17742	0	0	0	0
179366	31	1	0	27	2	51	3	4	0	0	2	8	0	0	0	0	0	1	-1106	8	13	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	1730	0	1	0	68
183098	31	1	1	28	2	46	3	3	0	0	0	9	19600	0	0	0	0	1	3382	4	14	5	29600	0	0	0	2	19600	1	0	1	19600	0	0	0	0	0	0	1	1	0	21245	0	0	0	3
240682	32	1	1	56	1	297	1	4	0	0	4	54	8797	5	40924	8823	32101	1	38913	43	14	20	101000	0	13	5449561	2	8797	0	0	2	8797	0	0	0	0	0	0	0	1	0	6009132	6000216	0	0	8
241459	32	5	0	64	3	283	2	1	0	0	1	2	14937	89	5207	5207	0	1	11188	2	29	3	24699	0	1	246956	2	14937	1	0	1	14937	0	0	0	0	0	0	0	1	0	269661	249756	1	0	0
242032	32	1	1	44	1	274	2	2	0	0	0	21	56280	20	252328	2621	0	2	5053	21	13	53	0	249707	0	0	1	56280	1	56280	0	0	0	0	0	0	0	0	20	1	0	60594	0	0	0	7
246151	32	3	0	57	3	212	1	2	0	0	6	12	102749	9	74720	0	34715	2	11746	12	13	26	0	40005	0	0	4	102749	2	72525	2	30224	0	0	0	0	0	0	7	1	0	128783	0	1	0	0
246567	32	5	1	60	1	206	1	1	0	0	2	26	122898	0	0	0	0	1	3527	19	13	39	0	0	0	0	3	122898	1	97241	2	25657	0	0	0	0	0	0	8	1	0	127819	0	0	0	0
246721	32	5	1	62	1	204	1	1	0	0	3	14	290758	0	0	0	0	1	9251	14	13	42	0	0	2	84634	3	290758	2	244758	1	46000	0	0	0	0	0	0	19	2	0	439327	98498	0	0	0
257100	32	2	1	59	1	71	1	2	0	0	1	19	0	0	0	0	0	2	11982	19	13	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	11811	0	0	0	0
257832	97	1	1	32	2	64	2	2	0	0	0	7	60112	0	0	0	0	1	4541	7	13	13	0	0	1	21797	2	60112	1	35112	1	25000	0	0	0	0	0	0	0	1	0	83202	21952	0	0	0
259018	31	1	1	51	1	216	1	2	0	0	1	21	71210	19	321116	0	0	1	4803	21	13	71	0	321116	0	0	4	71210	1	0	3	71210	0	0	0	0	0	0	33	1	0	80390	0	0	0	3
342005	32	5	0	59	1	169	1	2	0	0	2	12	2727	37	321244	0	112955	1	-155	12	13	35	0	208289	0	0	2	2727	0	0	2	2727	0	0	0	0	0	0	2	1	0	8270	0	1	0	55
342018	32	2	1	52	2	168	2	2	0	0	2	7	30796	0	0	0	0	1	3894	7	14	23	24500	0	1	71658	2	30796	0	0	2	30796	0	0	0	0	0	0	10	1	0	104080	72158	0	0	0
342140	32	2	1	53	1	161	4	2	0	0	1	10	240	10	30976	2603	28373	1	1443	10	14	20	0	0	1	18341	2	240	0	0	2	240	0	0	0	0	0	0	1	1	0	18581	18341	0	0	35
405131	82	3	1	56	1	837	2	1	0	0	0	20	81184	0	0	0	0	1	14164	18	14	48	0	0	1	60990	3	81184	2	48307	1	32877	0	0	0	0	0	0	18	1	0	163087	61190	0	0	0
441390	82	2	0	60	1	293	1	2	0	0	0	12	20461	0	0	0	0	1	4963	12	13	31	0	0	0	0	2	20461	0	0	2	20461	0	0	0	0	0	0	5	1	0	23764	0	1	0	0
442434	82	2	1	62	1	282	1	3	0	0	5	7	0	0	0	0	0	1	16210	7	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	12678	0	0	0	0
443514	82	2	0	51	3	271	4	2	0	0	0	30	53123	0	2526	2526	0	1	27167	30	14	16	21000	0	1	54924	4	53123	1	0	3	53123	0	0	0	0	0	0	6	1	0	120566	67443	1	0	0
443885	82	1	1	51	1	267	1	2	0	0	2	15	101	0	0	0	0	1	7975	15	14	18	31400	0	0	0	1	101	0	0	1	101	0	0	0	0	0	0	1	1	0	18643	0	0	0	0
445266	82	3	1	59	1	258	2	2	0	0	0	24	332	0	0	0	0	1	-1289	24	13	78	19600	0	0	0	1	332	0	0	1	332	0	0	0	0	0	0	48	2	0	3879	550	0	0	57
445298	82	1	0	32	2	258	1	1	0	0	0	13	107561	0	0	0	0	1	3638	13	13	44	50800	0	0	0	2	107561	2	107561	0	0	0	0	0	0	0	0	11	1	0	112759	0	1	0	0
450546	82	4	0	56	1	206	1	1	0	0	0	19	228983	0	0	0	0	1	16097	19	13	34	10000	0	0	0	1	228983	0	0	1	228983	0	0	0	0	0	0	0	1	1	250573	200	1	0	0
451416	82	1	1	34	2	194	4	4	0	0	0	8	550	6	3701	3701	0	1	2936	8	13	39	0	0	0	0	1	550	0	0	1	550	0	0	0	0	0	0	0	1	1	7057	200	0	0	9
452000	94	4	0	36	1	187	3	2	0	0	1	14	34184	36	419265	0	0	1	6406	14	14	23	0	419265	1	19205	2	34184	0	0	1	29846	1	4338	0	0	0	0	15	2	1	60439	19205	1	0	0
454012	82	4	1	46	1	165	2	2	0	0	1	15	29648	0	0	0	0	1	13641	15	14	38	0	0	2	63648	1	29648	0	0	1	29648	0	0	0	0	0	0	10	1	0	114807	63648	0	0	0
455405	82	1	0	27	2	153	1	2	0	0	5	12	51327	14	34927	0	34927	2	2217	12	13	50	21490	0	0	0	1	51327	1	51327	0	0	0	0	0	0	0	0	25	3	1	58655	155	1	0	12
457915	82	3	1	52	1	127	1	3	0	0	2	5	122	0	0	0	0	1	1393	4	13	12	0	0	0	0	1	122	0	0	1	122	0	0	0	0	0	0	0	2	2	357	0	0	0	2
458069	78	2	1	38	2	126	4	2	0	0	0	19	15360	0	0	0	0	1	5248	19	13	31	34900	0	0	0	1	15360	1	15360	0	0	0	0	0	0	0	0	11	1	0	15727	200	0	0	0
458263	82	1	1	23	2	124	3	3	0	0	1	3	157	0	0	0	0	1	4809	3	15	26	0	0	0	0	1	157	0	0	1	157	0	0	0	0	0	0	0	1	1	3431	0	0	0	0
459403	9	4	1	32	1	109	2	2	0	0	0	9	21153	23	290314	0	0	1	5169	8	13	31	0	290314	1	50347	3	21153	2	20909	1	244	0	0	0	0	0	0	6	1	0	82240	50347	0	0	0
459614	31	2	1	27	2	107	3	4	0	0	1	3	0	0	0	0	0	1	1466	3	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	50	0	0	0	0
460756	82	2	0	40	1	88	2	1	0	0	2	31	201795	2	3441	3441	0	1	4582	17	13	85	20500	0	0	0	2	201795	0	0	2	201795	0	0	0	0	0	0	34	2	0	207249	112	1	0	0
463683	82	3	1	40	1	59	2	3	0	0	0	0	392	0	0	0	0	1	44	0	330	0	0	0	0	0	1	392	0	0	1	392	0	0	0	0	0	0	0	1	1	435	0	0	0	0
463938	31	3	1	46	4	56	4	3	0	0	0	11	185	13	50363	15914	34449	1	-9113	11	14	30	88800	0	0	0	2	185	1	0	1	185	0	0	0	0	0	0	10	1	0	185	0	0	0	87
507157	65	1	0	55	1	337	1	2	0	0	0	13	0	0	0	0	0	1	3396	13	14	28	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	6489	0	1	0	33
515686	65	1	1	63	1	848	2	3	0	0	0	8	0	32	181462	0	0	2	41010	8	13	21	26000	181462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45660	0	0	0	0
521405	65	2	1	54	1	57	3	4	0	0	4	4	0	0	0	0	0	1	289	4	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	14
521569	65	1	0	35	2	54	1	2	0	0	0	10	10228	0	0	0	0	1	3743	10	13	50	14000	0	0	0	2	10228	0	0	2	10228	0	0	0	0	0	0	0	1	0	15564	0	1	0	0
543267	65	1	0	46	1	271	2	4	0	0	0	6	1029	0	941	941	0	1	682	6	13	28	0	0	0	0	1	1029	0	0	1	1029	0	0	0	0	0	0	0	1	0	1029	0	1	0	36
544398	65	1	1	62	1	257	1	2	0	0	0	14	2560	0	0	0	0	1	7588	14	13	19	10000	0	0	0	2	2560	1	2298	1	262	0	0	0	0	0	0	0	1	1	13415	0	0	0	0
549153	24	2	1	40	1	196	2	1	0	0	0	12	612345	0	0	0	0	1	9842	12	13	39	0	0	1	65601	5	612345	2	407927	2	94830	1	109588	0	0	0	0	28	1	0	684603	66101	0	0	0
550997	65	2	1	45	1	171	4	4	0	0	1	8	349	22	20371	20371	0	1	5852	8	13	9	0	0	0	0	1	349	0	0	1	349	0	0	0	0	0	0	2	1	0	3073	0	0	0	0
552000	65	1	0	41	2	158	2	1	0	0	1	24	225843	0	0	0	0	1	38854	11	14	26	0	0	1	54153	5	225843	2	150918	2	74060	1	865	0	0	0	0	4	1	0	301412	60837	1	0	0
552783	65	1	1	39	1	148	2	1	0	0	3	13	128982	0	0	0	0	1	9123	13	13	68	0	0	0	0	2	128982	1	94506	1	34476	0	0	0	0	0	0	7	1	0	145254	0	0	0	0
552995	65	1	1	36	2	145	1	2	0	0	1	24	24101	16	323410	0	0	1	34208	24	13	66	0	323410	0	0	2	24101	0	0	2	24101	0	0	0	0	0	0	30	1	0	50042	0	0	0	0
554191	65	1	1	32	1	304	2	2	0	0	0	9	58224	32	414442	0	0	2	2501	9	13	27	0	414442	0	0	3	58224	1	24853	2	33371	0	0	0	0	0	0	10	1	0	73878	0	0	0	1
554430	65	1	1	30	2	138	3	2	0	0	2	1	27872	77	0	0	0	1	385	1	37	3	0	0	1	47453	1	27872	1	27872	0	0	0	0	0	0	0	0	0	1	1	76028	47453	0	0	23
554916	65	2	0	24	2	144	3	2	0	0	1	11	445	37	179820	0	0	1	10132	11	14	8	7500	179820	0	0	2	445	0	0	2	445	0	0	0	0	0	0	0	1	1	3799	0	1	0	0
555686	65	1	0	45	1	118	2	3	0	0	4	9	1607	0	0	0	0	1	-1012	8	14	42	15100	0	0	0	1	1607	0	0	1	1607	0	0	0	0	0	0	0	1	1	2301	0	1	0	72
556070	65	1	1	27	2	111	3	1	0	0	0	15	89838	0	0	0	0	1	46261	15	14	19	0	0	0	0	1	89838	1	89838	0	0	0	0	0	0	0	0	9	2	1	150277	5076	0	0	0
560085	65	1	0	47	1	296	2	2	0	0	1	12	23498	5	16795	16795	0	1	3719	11	13	39	0	0	1	76934	2	23498	1	18934	1	4564	0	0	0	0	0	0	16	2	0	105586	76934	1	0	0
560943	65	1	1	47	1	279	4	2	0	0	4	27	1058	3	12937	12937	0	1	6825	27	13	54	0	0	0	0	1	1058	0	0	1	1058	0	0	0	0	0	0	11	1	0	7603	0	0	0	13
561871	65	1	0	52	1	247	2	2	0	0	0	5	21297	0	0	0	0	1	3888	5	13	14	0	0	0	0	1	21297	0	0	1	21297	0	0	0	0	0	0	0	1	1	26441	0	1	0	0
563027	65	1	0	62	1	197	4	1	0	0	0	13	105207	0	0	0	0	1	2422	12	13	45	0	0	1	40324	4	105207	2	67143	2	38064	0	0	0	0	0	0	7	1	0	155403	45788	1	0	6
563822	65	2	1	32	2	171	3	2	0	0	1	1	74755	0	0	0	0	1	2598	1	14	9	0	0	0	0	3	74755	1	34797	2	39958	0	0	0	0	0	0	1	1	0	86192	10319	0	0	0
563999	75	1	0	29	2	154	2	1	0	0	1	29	271498	0	0	0	0	1	6146	22	13	54	6366	0	0	0	3	271498	1	217142	2	54356	0	0	0	0	0	0	22	1	0	276706	0	1	0	0
571022	65	1	1	48	3	170	4	1	0	0	0	7	117811	0	0	0	0	1	2731	7	13	29	0	0	2	93415	3	117811	2	94237	1	23574	0	0	0	0	0	0	3	1	0	216338	93415	0	0	0
643647	65	1	0	55	5	197	1	2	0	0	0	13	14881	11	15084	0	15084	1	2477	13	13	40	20800	0	1	3420	2	14881	1	12183	1	2698	0	0	0	0	0	0	0	1	0	23653	3420	1	0	27
644629	65	1	1	32	1	163	2	1	0	0	1	11	222500	9	3487	3487	0	1	4545	11	13	61	56000	0	1	1585	4	222500	2	218464	2	4036	0	0	0	0	0	0	27	3	0	229069	1585	0	0	0
645352	65	1	1	41	2	140	4	3	0	0	1	6	0	0	0	0	0	1	12146	6	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13032	0	0	0	0
645497	65	1	1	45	1	134	1	2	0	0	15	159	9838	2	286075	0	126075	1	14933	12	13	56	0	160000	0	0	2	9838	1	9658	1	180	0	0	0	0	0	0	3	1	0	99710	648	0	0	7
648918	65	1	0	45	1	277	4	4	0	0	0	6	0	0	0	0	0	1	4399	6	13	26	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	18045	0	1	0	0
649009	65	1	1	46	1	45	4	3	0	0	1	4	0	0	0	0	0	1	5960	4	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3750	0	0	0	0
704306	94	1	1	51	1	329	2	3	0	0	0	9	0	0	0	0	0	1	11263	9	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15110	200	0	0	0
740542	31	1	1	43	1	302	4	2	0	0	0	18	30000	0	0	0	0	2	7593	18	13	55	15000	0	0	0	1	30000	0	0	1	30000	0	0	0	0	0	0	3	1	0	47333	0	0	0	0
742915	31	3	0	44	6	291	1	1	0	0	0	10	60744	0	0	0	0	1	11236	10	13	29	0	0	1	88012	2	60744	2	60744	0	0	0	0	0	0	0	0	10	1	0	165626	88012	1	0	0
744335	31	1	1	37	1	213	2	2	0	0	0	18	0	0	0	0	0	1	19309	18	13	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11045	200	0	0	0
747381	31	1	1	50	1	151	2	2	0	0	2	18	0	6	27701	0	27701	1	11627	18	13	54	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	19987	0	0	0	0
747507	31	1	0	48	1	147	2	4	0	0	2	9	0	21	17259	0	17259	1	2967	9	13	42	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	3194	0	1	0	27
749013	31	1	0	42	3	111	2	2	0	0	0	9	68750	0	0	0	0	1	6713	9	14	7	3500	0	0	0	3	68750	1	66250	2	2500	0	0	0	0	0	0	0	1	1	72111	0	1	0	0
750976	31	2	1	35	1	255	1	2	0	0	0	9	100	0	0	0	0	1	6969	9	13	25	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	10	1	0	4675	0	0	0	6
790616	31	1	1	35	1	74	1	3	0	0	1	5	0	0	0	0	0	1	5586	5	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2993	0	0	0	0
800780	31	1	1	62	1	758	4	1	0	0	7	24	95709	0	0	0	0	1	25080	24	13	40	0	0	1	55777	2	95709	0	0	2	95709	0	0	0	0	0	0	0	1	0	199563	61777	0	0	0
804229	31	1	1	51	1	332	2	3	0	0	5	9	7710	4	6410	6410	0	1	2948	6	15	14	10000	0	0	0	1	7710	0	0	1	7710	0	0	0	0	0	0	0	1	1	9447	200	0	0	0
